order_date,reqn,description_mesh,ross_code,qty,shipment_date_week_request,shipping_terms,balance_outstanding,shpd_wk,qty_1,shpd_wk_1,qty_2,shpd_wk_2,qty_3,shpd_wk_3,qty_4,ordered_by,planned_shipping_date,acknowledged_by,destination_port,crosscheck_by_eug,go_nogo,special_requirements,additional_comments
2025-09-10,BNE,IMG34-44-2415 JASH,SMF24151010034G,1500.0,WK39,CIF,0.0,43,1500.0,,,,,,,RIchard,wk 45/46,Lew,Brisbane,B - 5834 - 1500p - 30/10/25,,,
2025-09-10,BNE,IMB5-64-5113 JMOL (new),SMB5113515105S,2037.0,WK42,CIF,0.0,51,805.0,52/1,1232.0,,,,,RIchard,wk 52/1,Lew,Brisbane,B - 5989/5990+6009+6010+6020 - 805p+616p+616p  - 5/1/26,,,
2025-09-10,BNE,IMB4-44-2214,SMF2214101004,2000.0,WK41,CIF,0.0,46,800.0,47,1200.0,,,,,RIchard,Wk 46/47,Lew,Brisbane,B - 5893 - 800p - 17/11/25,,,
2025-09-10,BNE,IMGX45-44-5614 JMA ,GXB5614101004G,2160.0,WK43,CIF,5.0,50,595.0,52,1560.0,,,,,RIchard,wk 46/47/48,Lew,Brisbane,B - 5663+6005/6006/6007 - 595p+1560p - 24/12/25,,*21/11/25 4.75mm revised to 5mm,
2025-09-10,BNE,IMB4-44-4814-CCC,SMF4814101004,1440.0,WK44,CIF,1440.0,,,,,,,,,RIchard,,,Brisbane,,,Cancelled -  A Hoff - 12.10.2025,
2025-09-10,BNE,IMB3H-44-2618-DAIR,SMF2618101003,1200.0,WK44 ,CIF,-24.0,49,1224.0,,,,,,,RIchard,wk 47/48,Lew,Brisbane,B-5958 - 1224p - 5/12/25,,,
2025-09-11,BNE,OSH106H-3003,JOS3003B,500.0,WK44,CIF,0.0,,,,,,,,,Terry,,,Brisbane,,,Cancelled -  A Hoff - 28.09.2025,
2025-09-11,FRE,COILGW5.6,COILGW5.6,1000.0,WK44,CIF,-13.210000000000036,37/38,193.0,39,96.6,40/41/44/45/46/47,434.01,48/49/50,289.6,Adam,,,fremantle,,,,
2025-09-11,BNE,OS106H-4003B,JOS4003B,500.0,WK44,CIF,0.0,45,340.0,46,120.0,47,40.0,,,Terry,WK 45/46/47,Lew,Brisbane,B - 5874+5894/5895/5920 - 340p+120p+40p - 24/11/25,,,
2025-09-17,BNE,IMGX45-44-4812,GXB48121010VGDE,50.0,WK44,CIF,50.0,,,,,,,,,Terry,wk 48/49/50,Lew,Brisbane,,,Increased to 50x Rob,
2025-09-18,FRE,,MP352404G,11.0,ASAP,CIF,0.0,43,11.0,,,,,,,Adam,wk 43,Eug,fremantle,F - 5845 - 11p - 30/10/25,,KCSS to supply,
2025-09-18,FRE,,MP422404G,24.0,ASAP,CIF,0.0,43,24.0,,,,,,,Adam,wk 43,Eug,fremantle,F - 5845 - 24p - 30/10/25,,KCSS to supply,
2025-09-18,FRE,,MP432404G,10.0,ASAP,CIF,0.0,43,10.0,,,,,,,Adam,wk 43,Eug,fremantle,F - 5845 - 10p - 30/10/25,,KCSS to supply,
2025-09-18,FRE,,MP452404G,61.0,ASAP,CIF,0.0,43,61.0,,,,,,,Adam,wk 43,Eug,fremantle,F - 5845 - 61p - 30/10/25,,KCSS to supply,
2025-09-18,FRE,,MP462404G,20.0,ASAP,CIF,0.0,43,20.0,,,,,,,Adam,wk 43,Eug,fremantle,F - 5845 - 20p - 30/10/25,,KCSS to supply,
2025-09-23,FRE,R500L5.0Coils,CW500L5,24.0,WK44,CIF,0.0,40,24.0,,,,,,,Terry,wk 40,Lew,Fremantle,F - 5781 - 24p - 7/10/25,,,
2025-09-23,FRE,IMG5H-44-2412,SMF5H241201010G,1300.0,WK45,CIF,0.0,42,1000.0,48,300.0,,,,,Terry,Wk 42/48,Lew,Fremantle,F - 5824+5942 - 1000p+300p - 2/12/25,,,
2025-09-23,FRE,IMG3H-22-2010,SMF3H20125050G,250.0,WK45,CIF,0.0,48,250.0,,,,,,,Terry,wk 48,Lew,Fremantle,F - 5942 - 200p - 2/12/25,,,
2025-09-23,FRE,IMG4-22-2412,SMF24120505004G,400.0,WK45,CIF,0.0,48,400.0,,,,,,,Terry,wk 48,Lew,Fremantle,F - 5942 - 400p- 2/12/25,,,
2025-09-23,FRE,IMG4-44-2412,SMF24121001004G,350.0,WK45,CIF,0.0,48,350.0,,,,,,,Terry,wk 48,Lew,Fremantle,F-5942 - 350p- 2/12/25,,,
2025-09-28,ADE,IMB4H-44-5024,SMB4H50241010,1200.0,WK45,CIF,0.0,49,1200.0,,,,,,,Adam,wk 50/51,Mus,Adelaide,A - 5955/5956 - 1200p - 5/12/25,,,
2025-09-28,ADE,IMG5H-44-4524,CCP45241010056G,3300.0,WK45,CIF,0.0,44,3300.0,,,,,,,Adam,WK 47/48,Lew,Adelaide,A - 5858-5863 - 330p - 30/10/25,,,
2025-09-28,ADE,IMG5H-44-4024,CCP40241010056G,1200.0,WK46,CIF,0.0,51,1200.0,,,,,,,Adam,,Lew,Adelaide,A - 5991/5992 - 1200p - 16/12/25,,,
2025-09-29,BNE,IMG5H-44-4524,CCP45241010056G,4400.0,wk46,CIF,0.0,42,1100.0,43,550.0,44,2750.0,,,Adam,WK 43/44/45,Lew,Brisbane,B - 5818/5820+5828+5852-5856 - 1100p+550p+2750p - 30/10/25,,,
2025-09-29,BNE,IMG3H-44-1716,SMF1716101003G,1600.0,WK45,CIF,0.0,44,1200.0,45,400.0,,,,,Adam,wk 43/44,Lew,Brisbane,B-5846/5847/5849+5877 - 1200p+400p - 17/11/25,,,
2025-09-29,BNE,IMG55H-46-5017-JAS,SMB5018101005G,960.0,WK45,CIF,960.0,,,,,,,,,Adam,wk 51/52,,Brisbane,,,Cancelled,
2025-09-29,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK41,FOB,0.0,47,3300.0,,,,,,,Adam,2025-11-01 00:00:00,Lew,Seattle,S - 5928/5929/5930/5931/5932/5933 - 3300p - 24/11/25,,W50 2086626,
2025-09-29,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK43 → DEC 25,FOB,0.0,51,3300.0,,,,,,,Adam,2025-12-01 00:00:00,Lew,Seattle,S - 5993/5994/5995/5996/5997/5998 - 22/12/25,,W50 2086627,
2025-09-29,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK45 → FEB 26,FOB,3300.0,,,,,,,,,Adam,2026-01-01 00:00:00,Lew,Seattle,,,W50 2086628,
2025-09-29,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK47 → MAR 26,FOB,3300.0,,,,,,,,,Adam,2026-02-01 00:00:00,Lew,Seattle,,,W50 2086629,
2025-09-29,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK49 → APR 26,FOB,3300.0,,,,,,,,,Adam,2026-03-01 00:00:00,Lew,Seattle,,,W50 2086630,
2025-09-29,SEA,IMG5H-44-4524,CCP45241010056G,3300.0,WK51 → MAY 26,FOB,3300.0,,,,,,,,,Adam,2026-04-01 00:00:00,Lew,Seattle,,,W50 2086631,
2025-10-02,BNE,OSH106H-5803,JOS5803B,80.0,WK51,CIF,0.0,43,80.0,,,,,,,Terry,WK 44/45,Lew,Brisbane,B-5848 - 80p - 30/10/25,,,
2025-10-07,FRE,R500L5.0Coils,CW500L5,48.0,WK49,CIF,0.0,43,48.0,,,,,,,Terry,wk 43/44,Lew,Fremantle,F - 5836/5387 - 24p - 27/10/25,,,
2025-10-08,FRE,R500L5.6Coils,CW500L5.6,24.0,WK49,CIF,0.0,45,24.0,,,,,,,Terry,wk 45/46,Lew,Fremantle,F - 5871 - 24p - 6/11/25,,,
2025-10-10,FRE,R500L5.0Coils,CW500L5,48.0,WK49,CIF,0.0,43,24.0,47,24.0,,,,,Terry,WK 43/44,Lew,Fremantle,F- 5838/5912 - 24p+24p - 17/11/25,,,
2025-10-10,FRE,R500L5.6Coils,CW500L5.6,24.0,WK49,CIF,0.0,47,24.0,,,,,,,Terry,wk 46,Lew,Fremantle,F - 5941 - 24p - 27/11/25,,,
2025-10-10,FRE,R500L6.3Coils,CW500L6.3,24.0,WK49,CIF,0.0,46,24.0,,,,,,,Terry,wk 46,Lew,Fremantle,F - 5908 - 24p - 17/11/25,,,
2025-10-10,ADE,IMG5H-44-4524,CCP45241010056G,5500.0,WK49,CIF,0.0,52,2750.0,1,2750.0,,,,,Adam,wk52 / wk 1,Mus,Adelaide,A - 6012/6013/6014/6015/6016+6025/6026/6027/6028/6029 - 2750p+2750p - 5/1/26,,,
2025-10-10,BNE,IMG5H-44-4524,CCP45241010056G,3300.0,wk50,CIF,0.0,50,1100.0,51,2200.0,,,,,Adam,wk 50/51,Mus,Brisbane,B - 5965/5966+ 5983/5984/5985/5986 - 1100p+2200p - 22/12/25,,,
2025-10-10,BNE,IMG5H-44-4824,CCP48241010056G,2000.0,WK49,CIF,0.0,46/47,2000.0,,,,,,,Adam,wk 45/46/47,Lew,Brisbane,B - 5894/5895/5920/5921 - 2000p - 17/11/25,,,
2025-10-10,ADE,IMG5H-44-4024,CCP40241010056G,3000.0,WK48 →  March 26,CIF,3000.0,,,,,,,,,Adam,wk 49/50/51,,Adelaide,,,,
2025-10-10,BNE,imb45-66-5111,SMB5112151504,1080.0,WK44,CIF,0.0,45,1080.0,,,,,,,Adam,wk 45/46,Lew,Brisbane,B - 5876/5874 - 1080p-6/11/25,,Urgent - ASAP - Rob to discuss,
2025-10-10,BNE,IMGX44H-44-5012-JOA,GXB50121010VGOC,3200.0,WK49,CIF,710.0,50,1760.0,4,400.0,5,330.0,,,Adam,wk 50/51,Lew,Brisbane,B - 5967/5968/59696008+6060/6063+6082 - 330p+1760p+400p+330p - 20/1/26,,,
2025-10-10,BNE,IMGX4H4-46-5017-JAS,GXB501710154G,960.0,WK49,CIF,960.0,,,,,,,,,Adam,,,Brisbane,,,Cancelled,
2025-10-10,BNE,IMB5-64-5113 JMOL (new),SMB5113515105S,2376.0,wk50,CIF,0.0,2,1232.0,3,1144.0,,,,,Adam,wk 1,Mus,Brisbane,B - 6033/6034+6050+6051 - 1232pcs+1144p - 14/1/26,,,
2025-10-10,BNE,IMG4-44-2015,CC2015101004G,6000.0,WK49 →  WK1,CIF,-6.0,51,6.0,52,6000.0,,,,,Adam,wk 52/53,Lew,Brisbane,B - 5962+6010/6011 - 6p+6000p- 24/12/25,,,
2025-10-10,BNE,IMB5-44-5014-JNA,CC5014101005,1188.0,WK48,CIF,0.0,1,1188.0,,,,,,,Adam,wk 2,Lew,Brisbane,B - 6021/6022/6023 - 1188pcs - 5/1/26,,,
2025-10-10,BNE,IMB5-46-5016-JNA,SMB5016151005S,1584.0,WK50 →  WK4,CIF,0.0,3,1584.0,,,,,,,Adam,wk 3,Lew,Brisbane,B - 6052/6053/6054 - 1584p - 14/1/26,,,
2025-10-10,BNE,IMGX4H4-44-4811-JUL,GXB48111010VGU3,1200.0,wk50,CIF,25.0,2,1175.0,,,,,,,Adam,wk 3,Lew,Brisbane,B - 6039/6038 - 1175p - 12/1/26,,,
2025-10-10,BNE,IMB4-626-1117-JULW,SMF1711151504UW,2000.0,WK50,CIF,-37.0,44,37.0,50,1000.0,51,1000.0,,,Adam,wk 51/52,Lew,Brisbane,B - 5851+5967/5968+5981/5982 - 37p +1000p+1000p- 22/12/25,,,
2025-10-10,BNE,IMGX44H-44-5012-VGUW,GXB50121010VGUW,2000.0,WK50,CIF,2000.0,,,,,,,,,Adam,wk 51/52,Lew,Brisbane,,,,
2025-10-17,BNE,OS106H-4003,JOS4003B,500.0,WK46,CIF,0.0,47,80.0,47,330.0,4,90.0,,,Terry,wk 47/48/49,Lew,Brisbane,B - 5920/5921+5927+6059 - 80p+ 330p+90p- 5/12/25,,,
2025-10-21,BNE,OSH106H-5803,JOS5803B,1000.0,WK47,CIF,200.0,49,90.0,50,400.0,52,160.0,1,150.0,Terry,WK 50/51/52,Lew,Brisbane,B - 5969/6007/6018 - 400p+160p+150p - 5/1/26,,,
2025-10-22,BNE,imb45-66-5111,SMB5112151504,3240.0,wk45,CIF,0.0,47,3240.0,,,,,,,Adam,wk 47/48,Lew,Brisbane,B - 5923/5924/5925/5926/5927 - 3240p - 24/11/25,,,
2025-10-22,BNE,imb45-66-5111,SMB5112151504,3240.0,wk48,CIF,0.0,51,2880.0,52,360.0,,,,,Adam,wk 51/52,Lew,Brisbane,B - 5981/5982/5987/5988+6009 - 2880p+360p - 24/12/25,,,
2025-10-22,FRE,D500L9.5-Spools,D500L09.5SP,24.0,WK44,CIF,0.0,49,24.0,,,,,,,Terry,wk 51/52,Lew,Fremantle,F - 5943 - 24p - 5/12/25,,,
2025-10-23,FRE,R500L5.0Coils,CW500L5,48.0,WK48,CIF,24.0,47,24.0,,,,,,,Terry,wk 46/47,Lew,Fremantle,F - 5913 - 24p - 20/11/25,,,
2025-10-23,FRE,R500L5.6Coils,CW500L5.6,48.0,WK48,CIF,0.0,46,24.0,47,24.0,,,,,Terry,wk 46/47,Lew,Fremantle,F - 5906+5940 - 24p+24p - 27/11/25,,,
2025-10-23,FRE,R500L6.3Coils,CW500L6.3,24.0,WK48,CIF,0.0,47,24.0,,,,,,,Terry,wk 46/47,Lew,Fremantle,F - 5911 - 17/11/25,,,
2025-10-23,FRE,D500L7.6-Spools,D500L07.6SP,24.0,WK48,CIF,0.0,47,24.0,,,,,,,Terry,wk 46/47,Lew,Fremantle,F - 5916 - 24p-20/11/25,,,
2025-10-23,FRE,D500L8.6-Spools,D500L08.6SP,24.0,WK48,CIF,0.0,47,24.0,,,,,,,Terry,wk 46/47,Lew,Fremantle,F - 5917 - 24p - 20/11/25,,,
2025-10-23,FRE,D500L9.5-Spools,D500L09.5SP,24.0,WK48,CIF,0.0,49,24.0,,,,,,,Terry,wk 51/52,Lew,Fremantle,F - 5944 - 24p - 5/12/25,,,
2025-10-23,BNE,IMG3H-33-2516,SMF2516757503G,3400.0,WK49,CIF,3300.0,47,100.0,,,,,,,Terry,wk 52/53/1,Lew,Brisbane,B - 5927 - 100p - 24/11/25,,,
2025-10-23,FRE,Tie-3.15mm-2.3m,TIE3.15X2.3MM,10.0,WK49,CIF,0.0,48,10.0,,,,,,,Terry,wk 49/50,Lew,Fremantle,F-5942 - 10T - 2/12/25,,,
2025-11-05,ADE,IMG5H-44-4524,CCP45241010056G,3300.0,Wk1,CIF,3300.0,,,,,,,,,Adam,wk 6,Lew,Adelaide,,,,
2025-11-05,BNE,IMG5H-44-4524,CCP45241010056G,3300.0,wk2,CIF,3300.0,,,,,,,,,Adam,wk 6/7,Lew,Brisbane,,,,
2025-11-05,BNE,IMG5H-44-4824,CCP48241010056G,2000.0,wk8,CIF,2000.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-11-05,ADE,IMB5-44-4024,CC402410105,600.0,wk51,CIF,0.0,2,600.0,,,,,,,Adam,wk 2,Mus,Adelaide,A - 6040 - 600p - 8/1/26,,,
2025-11-05,ADE,IMG5H-44-4024,CCP40241010056G,1800.0,wk52 →  April 26,CIF,1800.0,,,,,,,,,Adam,,,Adelaide,,,,
2025-11-05,BNE,IMB5-64-5113 JMOL (new),SMB5113515105S,1980.0,wk2,CIF,968.0,3,88.0,4,924.0,,,,,Adam,,Lew,Brisbane,B - 6051+6062/6063 - 88pcs+924 - 20/1/26,,,
2025-11-05,BNE,IMB4-44-2214,SMF2214101004,3000.0,wk51,CIF,0.0,2,3000.0,,,,,,,Adam,wk 2,Lew,Brisbane,B - 6035 - 3000p - 7/1/26,,,
2025-11-05,BNE,IMGX45-44-5614 JMA ,GXB5614101004G,1620.0,wk1,CIF,1620.0,,,,,,,,,Adam,,,Brisbane,,,Refer to Adam's email dated 241225,
2025-11-05,BNE,IMG4-44-2015,CC2015101004G,6000.0,wk2 →  WK5,CIF,6000.0,,,,,,,,,Adam,,Mus,Brisbane,,,,
2025-11-05,BNE,IMB5-44-5014-JNA,CC5014101005,1188.0,wk52,CIF,44.0,1,1144.0,,,,,,,Adam,wk 2,Lew,Brisbane,B - 6023/6024 - 1144pcs - 5/1/26,,,
2025-11-05,BNE,IMB4-626-1821-JUL,SMF2118151504U3,2000.0,wk2 →  WK6,CIF,2000.0,,,,,,,,,Adam,WK 8,Lew,Brisbane,,,,
2025-11-05,BNE,IMGX4H4-44-4811-JUL,GXB48111010VGU3,1200.0,wk2,CIF,1200.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-11-05,BNE,IMB4-626-1117-JULW,SMF1711151504UW,2000.0,wk2,CIF,2000.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-11-05,BNE,IMGX44H-44-5012-VGUW,GXB50121010VGUW,1620.0,wk2 →  TBA,CIF,1620.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-11-05,TAS,IMB4-44-4814-CCC,SMF4814101004,1440.0,wk50,CIF,0.0,2,1440.0,,,,,,,Adam,wk 3,Lew,Tasmania,T-6030/6031 - 1440p - 7/1/26,,,
2025-11-05,BNE,imb45-66-5111,SMB5112151504,3240.0,wk2,CIF,0.0,3,2160.0,4,1080.0,,,,,Adam,wk 3/4,Lew,Brisbane,B - 6047/6048/6049/6059/6060 - 2160p+1080p - 20/1/26,,,
2025-11-05,BNE,IMG4-44-3024-JOA,SMF302410104GOC,1800.0,wk1 →  WK5,CIF,1800.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-11-10,FRE,R500L5.6Coils,CW500L5.6  ,24.0,WK52,CIF,0.0,49,24.0,,,,,,,Terry,Wk 49/50,Mus,Fremantle,F - 5945 - 24p - 5/12/25,,,
2025-11-10,FRE,R500L6.0Coils,CW500L6,24.0,WK52,CIF,0.0,49,24.0,,,,,,,Terry,Wk 49/50,Mus,Fremantle,F - 5946 - 24p - 5/12/25,,,
2025-11-10,FRE,Tie-3.15mm-2.3m,TIE3.15X2.3MM,10.0,WK52,CIF,-2.1999999999999997,48,1.1,51,11.1,,,,,Terry,wk 52/1,Lew,Fremantle,F-5942/5980 - 1.1T+11.1T - 22/12/25,,,
2025-11-10,BNE,IMB5-44-5716,SMF5716101005,1080.0,WK51,CIF,0.0,2,1080.0,,,,,,,Adam,WK 3,Lew,Brisbane,B - 6036/6037 - 1080p - 12/1/26,,,
2025-11-10,BNE,IMG3H-44-2516,SMF2516101031G,3000.0,WK52,CIF,3000.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-11-11,BNE,"6mm Wire, 6M - (4 x 750)",6MBW6,3000.0,WK2,CIF,0.0,1,3000.0,,,,,,,Terry,Wk 2,Lew,Brisbane,B - 6019 - 4bundle(750)=3000pcs - 5/1/26,,,
2025-11-11,BNE,(13 x 1T),TIE3.15X2.4MM,13.0,WK2,CIF,0.0,52,6.0,1,3.0,2,1.0,3,3.0,Terry,wk 52/53,Lew,Brisbane,B - 6008/6022/6054 - 6T+3T+1T+1T - 14/1/26 (40pcs per Bundle),,,
2025-11-11,BNE,(4 x 1.5T),TIE3.15X1.2MM,4.0,WK2,CIF,-0.5,2,4.5,,,,,,,Terry,wk 52/53,Lew,Brisbane,B - 6034 - 4.5T - 7/1/26,,,
2025-11-14,SYD,IMG3H-33-2516,SMF2516757503G,3400.0,WK2,CIF,0.0,4,3400.0,,,,,,,Terry,,Mus,Sydney,S - 6061 - 3400p - 23/1/26,,Updated to Sydney R.Scott 11.12.2025,
2025-11-26,FRE,R500L5.6Coils,CW500L5.6,48.0,WK2,CIF,0.0,50,48.0,,,,,,,Terry,wk 50/51,Lew,Fremantle,F - 5970/5971 - 48p - 8/12/25,,,
2025-11-26,FRE,D500L7.6-Spools,D500L07.6SP,24.0,WK2,CIF,0.0,3,24.0,,,,,,,Terry,wk 3,Lew,Fremantle,F - 6057 - 24p - 16/1/26,,,
2025-12-01,BNE,IMB5-44-5612-JMA,SMB5612101005,900.0,WK3,CIF,900.0,,,,,,,,,Terry,,,Brisbane,,,PO CANCELLED 01/12/2025,
2025-12-05,BNE,IMB55H-46-5017 JASH,SMB5018101005,1920.0,wk2,CIF,1920.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-05,BNE,IMB5-64-5113 JMOL (new),SMB5113515105S,2772.0,WK2,CIF,2772.0,,,,,,,,,Adam,,Mus,Brisbane,,,,
2025-12-05,BNE,IMB4-44-2214,SMF2214101004,3000.0,WK2,CIF,3000.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-05,BNE,IMGX45-44-5614 JMA ,GXB5614101004G,1440.0,wk2,CIF,1440.0,,,,,,,,,Adam,,,Brisbane,,,Refer to Adam's email dated 241225,
2025-12-05,BNE,IMB5-44-5014,CC5014101005,1188.0,WK2,CIF,1188.0,,,,,,,,,Adam,,Mus,Brisbane,,,,
2025-12-05,TAS,IMB4-44-4814-CCC,SMF4814101004,1440.0,WK1,CIF,1440.0,,,,,,,,,Adam,,Lew,Tasmania,,,,
2025-12-05,BNE,IMB45-421-5002-DEN,SMB5002101004,2113.0,WK2   →  WK6,CIF,2113.0,,,,,,,,,Adam,wk 5/6,Lew,Brisbane,,,,
2025-12-05,BNE,IMB45-66-5117-DEN,SMB5118151505,1620.0,WK2,CIF,1620.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-05,BNE,IMGX44H-44-5012-JOA,GXB50121010VGOC,960.0,WK2,CIF,0.0,4,960.0,,,,,,,Adam,WK 4,Lew,Brisbane,B - 6060/6064 - 960p - 20/1/26,,,
2025-12-05,ADE,IMB5-44-4024,CC402410105,600.0,WK2,CIF,0.0,2,600.0,,,,,,,Terry,wk 2,Mus,Adelaide,A - 6041 - 600p - 0/1/26,,,
2025-12-05,ADE,IMB5-44-4524,SMF4524101005,600.0,WK2,CIF,0.0,2,600.0,,,,,,,Terry,wk 2,Mus,Adelaide,A - 6042 - 600p - 7/1/26,,,
2025-12-05,ADE,IMG5H-44-4524,CCP45241010056G,2200.0,WK2,CIF,2200.0,,,,,,,,,Terry,,,Adelaide,,,,
2025-12-05,FRE,COILGW5.6,COILGW5.6,600.0,WK44,CIF,322.65700000000004,50,23.995,51/52,253.348,,,,,Rob,,,fremantle,,,Sales order ammended and closed,
2025-12-10,BNE,IMG45-44-5016,SMB561604GCD,4000.0,wk52,CIF,4000.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-10,BNE,IMG3H-44-2518,SMF251803GCD ,6000.0,wk3,CIF,6000.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-11,FRE,R500L6.0Coils,CW500L6          ,48.0,WK3,CIF,0.0,52,24.0,1,24.0,,,,,Terry,Wk 52/53,Lew,Fremantle,F - 6004/6017- 24p+24p - 5/1/26,,,
2025-12-11,FRE,R500L6.3Coils,CW500L6.3        ,48.0,WK3,CIF,0.0,3,48.0,,,,,,,Terry,wk 3,Lew,Fremantle,F - 6045/6046 - 48p - 14/1/26,,,
2025-12-11,FRE,R500L8-Coils,CW500L8          ,24.0,WK3,CIF,24.0,,,,,,,,,Terry,wk 4,Lew,Fremantle,,,,
2025-12-11,FRE,D500L6.0-Spools,D500L06.0SP      ,24.0,WK3,CIF,0.0,4,24.0,,,,,,,Terry,wk 4,Lew,Fremantle,F - 6065 - 24p - 20/1/26,,,
2025-12-11,FRE,D500L7.6-Spools,D500L07.6SP      ,24.0,WK3,CIF,24.0,,,,,,,,,Terry,wk 4,Lew,Fremantle,,,,
2025-12-11,FRE,D500L8.6-Spools,D500L08.6SP      ,48.0,WK3,CIF,0.0,4,48.0,,,,,,,Terry,wk 4,Lew,Fremantle,F - 6066/6067 - 48T - 26/1/26,,,
2025-12-11,FRE,Tie-3.15mm-2.3m,TIE3.15X2.3MM    ,10.0,WK3,CIF,2.6,5,7.4,,,,,,,Terry,wk 4/5,Lew,Fremantle,F - 6072/6074/6075 - 7.4T - 26/1/26,,,
2025-12-15,ADE,IMB4H-44-5024,SMB4H50241010,3600.0,wk2,CIF,0.0,3,1800.0,4,1800.0,,,,,Adam,WK 3/4,Lew,Adelaide,A - 6055-6056/6058+6069/6070/6071 - 1800p+1800p - 20/1/26,,,
2025-12-15,ADE,IMB4H-44-5024,SMB4H50241010,1800.0,wk5,CIF,1800.0,,,,,,,,,Adam,,,Adelaide,,,,
2025-12-15,ADE,IMB4H-44-5024,SMB4H50241010,1800.0,wk8,CIF,1800.0,,,,,,,,,Adam,,,Adelaide,,,,
2025-12-15,BNE,IMB3H-44-2420-DCLA,SMF2420101003,3000.0,wk1,CIF,2315.0,50,685.0,,,,,,,Adam,,,Brisbane,B - 5964 - 685p - 16/12/25,,,
2025-12-15,BNE,IMG3H-44-2516,SMF2516101031G,3000.0,wk1,CIF,3000.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-15,BNE,IMGX44H-44-5012-JOA,GXB50121010VGOC,3600.0,wk3,CIF,3600.0,,,,,,,,,Adam,Wk 3 / 4,Lew,Brisbane,,,,
2025-12-15,BNE,IMB45-66-5111-JEN2,SMB5112151504,3240.0,wk5,CIF,3240.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-15,TAS,IMB4-44-4814-CCC,SMF4814101004,1440.0,wk5,CIF,1440.0,,,,,,,,,Adam,,,Tasmania,,,,
2025-12-15,BNE,IMB5-44-5014-JNA,CC5014101005,1188.0,wk5,CIF,1188.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-18,ADE,IMB5-44-4524,SMF4524101005,1200.0,wk4,CIF,0.0,2,1200.0,,,,,,,Adam,wk 2,Mus,Adelaide,A - 6043/6044 - 1200p - 7/1/26,,,
2025-12-18,BNE,IMG3H-44-2218,SMF2218101003G,3000.0,wk10,CIF,3000.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-22,BNE,IMB5-44-5716,SMF5716101005,1620.0,wk7,CIF,1620.0,,,,,,,,,Adam,,,Brisbane,,,,
2025-12-22,FRE,IMG5H-44-4517,SMF45171010056G,2400.0,WK2,CIF,0.0,5,2400.0,,,,,,,Adam,Wk 3,Mus,Fremantle,F - 6072/6073/6074/6075 - 2400p - 26/1/26,,Balance to be run in perth,
2026-01-08,BNE,IMB55H-46-5017 JASH,SMB5018101005,1920.0,WK8,CIF,1920.0,,,,,,,,,Adam,,,Brisbane,,,,
2026-01-08,BNE,IMB5-64-5113-JMOL,SMB5113515105S,6000.0,wk9,CIF,6000.0,,,,,,,,,Adam,,,Brisbane,,,,
2026-01-08,BNE,IMGX45-44-5614 JMA ,GXB5614101004G,600.0,wk5,CIF,600.0,,,,,,,,,Adam,,Lew,Brisbane,,,,
2026-01-08,BNE,IMB5-44-5014-JNA,CC5014101005,1188.0,wk9,CIF,1188.0,,,,,,,,,Adam,,,Brisbane,,,,
2026-01-08,BNE,IMB5-46-5016-JNA,SMB5016151005S,1188.0,wk10,CIF,1188.0,,,,,,,,,Adam,,,Brisbane,,,,
2026-01-08,BNE,IMB4-626-1821-JUL,SMF2118151504U3,3000.0,wk9,CIF,3000.0,,,,,,,,,Adam,WK 8 - 1K/,Lew,Brisbane,,,,
2026-01-08,BNE,IMGX4H4-44-4811-JUL,GXB48111010VGU3,1800.0,wk9,CIF,1800.0,,,,,,,,,Adam,,,Brisbane,,,,
2026-01-08,BNE,IMB4-626-1117-JULW,SMF1711151504UW,2200.0,wk9,CIF,2200.0,,,,,,,,,Adam,,Mus,Brisbane,,,,
2026-01-08,TAS,IMB4-44-4814-CCC,SMF4814101004,1440.0,wk10,CIF,1440.0,,,,,,,,,Adam,,,Tasmania,,,,
2026-01-08,BNE,IMB45-66-5111-JEN2,SMB5112151504,3240.0,wk10,CIF,3240.0,,,,,,,,,Adam,,,Brisbane,,,,
2026-01-08,BNE,IMB45-66-5117-DEN,SMB5118151505,2160.0,wk9,CIF,2160.0,,,,,,,,,Adam,,Lew,Brisbane,,,,
