CC,Vendor,PO #,Vendor Ref,Order Date,PO Line,Seq,Required Date,WH,Part Code,Part Desc,UOM,Order Qty,Accepted Qty,Outstanding Qty
70,JAVN1958,254667,.,2025-12-07 00:00:00,10,1,2026-02-01 00:00:00,NT,TEX42WSH,Ridged Domecup Washer for M42 w Flats  ,EA,6000,0,6000
70,JAVN1958,254667,.,2025-12-07 00:00:00,11,1,2026-02-01 00:00:00,NT,FBR32DBW66,Falcon Bolt Domeball Washer R32 X 66mm OD  ,EA,5000,0,5000
70,JAVN1958,254669,.,2025-12-07 00:00:00,2,1,2025-12-07 00:00:00,NT,SSSR24GROUTBELL,SS SR 30T Grout Bell Straight  ,EA,5000,0,5000
70,JAVN1958,254669,.,2025-12-07 00:00:00,9,1,2025-12-07 00:00:00,NT,TEX42NUT,Flanged nut M42 Thread M36 Hex pin hole Phosphated  ,EA,6000,0,6000
70,JAVN1958,254669,.,2025-12-07 00:00:00,10,1,2025-12-07 00:00:00,NT,TEX42WSH,Ridged Domecup Washer for M42 w Flats  ,EA,6000,0,6000
70,JAVN1958,254671,.,2025-12-07 00:00:00,1,1,2026-01-01 00:00:00,NT,JFG22INSERT,JFG 22mm Fiberglass insert (Steel) CU0059,EA,40000,0,40000
70,JAVN1958,254671,.,2025-12-07 00:00:00,2,1,2026-01-01 00:00:00,NT,JTOTO218MMD,TOTO TENSIONING DEVICE FOR 21.8MM CA0087 Rev 3,EA,2592,0,2592
70,JAVN1958,254821,.,2025-12-14 00:00:00,1,1,2026-02-01 00:00:00,NT,WASHM24DB,WASHER DOME BALL M24  ,EA,162000,0,162000
70,JAVN1958,254822,.,2025-12-14 00:00:00,1,1,2026-03-01 00:00:00,NT,WASHM24DB,WASHER DOME BALL M24  ,EA,162000,0,162000
70,JAVN1958,254823,.,2025-12-14 00:00:00,1,1,2026-03-01 00:00:00,NT,NUTRM24H125D,Nut M24 Hex 125xD  ,EA,126000,0,126000
70,JAVN1958,254825,.,2025-12-14 00:00:00,1,1,2026-02-01 00:00:00,NT,LANCE70T1000SWV,"Grout Lance 70T 1/2"" BSP 1000mm Long Swivel  ",EA,10,0,10
70,JAVN1958,254825,.,2025-12-14 00:00:00,2,1,2026-02-01 00:00:00,NT,JHBGROUTNOZ24LH,LOW PROFILE BOLT GROUT NOZZLE  ,EA,300,0,300
70,JAVN1993,252798,-,2025-08-25 00:00:00,1,1,2025-09-23 00:00:00, ,7PROMOGOODS,PROMOTIONAL GOODS  ,EA,1000,0,1000
70,JAVN1993,254529,.,2025-12-01 00:00:00,1,1,2025-12-09 00:00:00, ,7UNIFORMS,Uniforms  ,EA,1,0,1
70,JAVN2049,254859,.,2025-12-15 00:00:00,1,1,2026-01-05 00:00:00,NF,OPDNW4500,RIB STRAP HDPE 4500MM X 190MM WIDE WITH 5 HOLES  ,EA,150,0,150
70,JAVN2089,246656,.,2024-08-06 00:00:00,3,1,2024-08-14 00:00:00, ,7CIP2470RD060,Hydraulic 2:1 J Lok P Pump RD060,EA,1,0,1
70,JAVN2145,254518,.,2025-11-30 00:00:00,1,1,2025-12-05 00:00:00, ,7QACONSUME,Quality Assure Consumable  ,EA,1,0,1
70,JAVN2145,254518,.,2025-11-30 00:00:00,2,1,2025-12-05 00:00:00, ,7QACONSUME,Quality Assure Consumable  ,EA,1,0,1
70,JAVN2163,251671,-,2025-06-19 00:00:00,1,1,2025-06-27 00:00:00,NF,WASHM24WT,TEFLON WASHER M24  ,EA,11000,10200,800
70,JAVN2163,253104,-,2025-09-10 00:00:00,1,1,2025-11-24 00:00:00,NF,WASHM24WT,TEFLON WASHER M24  ,EA,250000,0,250000
70,JAVN2163,253106,-,2025-09-10 00:00:00,1,1,2026-01-05 00:00:00,NF,WASHM24WT,TEFLON WASHER M24  ,EA,250000,0,250000
70,JAVN2163,253107,-,2025-09-10 00:00:00,1,1,2026-03-02 00:00:00,NF,WASHM24WT,TEFLON WASHER M24  ,EA,250000,0,250000
70,JAVN2163,253921,-,2025-10-27 00:00:00,1,1,2025-12-02 00:00:00, ,7PACKAGING,PACKAGING  ,EA,720,0,720
70,JAVN2163,254441,.,2025-11-25 00:00:00,1,1,2025-12-03 00:00:00, ,719MMPSTRAPBLK,SP15090B 19MM PLASTIC STRAP BLACK,EA,52,0,52
70,JAVN2163,254613,-,2025-12-04 00:00:00,2,1,2026-02-27 00:00:00, ,7CONSQA,Consumables Quality  ,EA,600,0,600
70,JAVN2163,254750,.,2025-12-10 00:00:00,1,1,2026-02-19 00:00:00, ,7CONSQA,Consumables Quality  ,EA,150,0,150
70,JAVN2163,254750,.,2025-12-10 00:00:00,2,1,2026-02-19 00:00:00, ,7CONSQA,Consumables Quality  ,EA,350,0,350
70,JAVN2163,254750,.,2025-12-10 00:00:00,3,1,2026-02-19 00:00:00, ,7CONSQA,Consumables Quality  ,EA,350,0,350
70,JAVN2190,252981,.,2025-09-03 00:00:00,3,1,2025-11-01 00:00:00,NT,JFG3218,F/G BOLT 32MMX1800MM SOLID  ,EA,2000,2000,0
70,JAVN2190,253672,.,2025-10-14 00:00:00,4,1,2025-12-01 00:00:00,NT,JFG2515,"FRP Dowel Orange, 25*1450  ",EA,10000,0,10000
70,JAVN2190,253673,.,2025-10-14 00:00:00,1,1,2026-01-01 00:00:00,NT,JFG2515,"FRP Dowel Orange, 25*1450  ",EA,10000,0,10000
70,JAVN2190,254109,S,2025-11-05 00:00:00,1,1,2026-01-01 00:00:00,NT,JFG2215XHT,"22*1500 Extra High torque Dowel, Gray RAL7011 Drg CU0070 Rev 0",EA,5000,0,5000
70,JAVN2190,254109,S,2025-11-05 00:00:00,2,1,2026-01-01 00:00:00,NT,JFG2512,Fibreglass Dowel  25*1150 mm  ,EA,5000,0,5000
70,JAVN2190,254680,.,2025-12-07 00:00:00,1,1,2026-02-01 00:00:00,NT,JFG2218XHT,F/G BOLT 22MMX1800MM XHT HIGH BREAKOUT T/T NUT  ,EA,5000,0,5000
70,JAVN2190,254680,.,2025-12-07 00:00:00,2,1,2026-02-01 00:00:00,NT,JFG2515,"FRP Dowel Orange, 25*1450  ",EA,15000,0,15000
70,JAVN2190,254680,.,2025-12-07 00:00:00,3,1,2026-02-01 00:00:00,NT,JFG3218,F/G BOLT 32MMX1800MM SOLID  ,EA,10000,0,10000
70,JAVN2190,254680,.,2025-12-07 00:00:00,4,1,2026-02-01 00:00:00,NT,JFGNUT32HOL,F/G NUT FOR 32MM DIA HOLLOW BOLT  ,EA,2500,0,2500
70,JAVN2190,254681,.,2025-12-07 00:00:00,1,1,2026-03-01 00:00:00,NT,JFG3218,F/G BOLT 32MMX1800MM SOLID  ,EA,5000,0,5000
70,JAVN2197,254384,.,2025-11-23 00:00:00,1,1,2025-12-01 00:00:00, ,7OFFICESUP,Office Supplies  ,EA,1,0,1
70,JAVN2198,254325,.,2025-11-18 00:00:00,1,1,2025-11-26 00:00:00, ,7COST2INV,Cost To Be Invoiced  ,EA,1,0,1
70,JAVN2198,254325,.,2025-11-18 00:00:00,2,1,2025-11-26 00:00:00, ,7COST2INV,Cost To Be Invoiced  ,EA,4,0,4
70,JAVN2198,254325,.,2025-11-18 00:00:00,3,1,2025-11-26 00:00:00, ,7COST2INV,Cost To Be Invoiced  ,EA,1,0,1
70,JAVN2198,254865,.,2025-12-15 00:00:00,1,1,2025-12-23 00:00:00, ,7RPRMTCEPEEL,Repair & Maint PEELER  ,EA,6,0,6
70,JAVN2205,254818,.,2025-12-14 00:00:00,1,1,2026-02-17 00:00:00,NT,JPM50016,PP Biaxial Geogrid43/46KN Flame retardant & Antistatic Mesh of 1.6m (W) X 50m (L),EA,112,0,112
70,JAVN2205,254818,.,2025-12-14 00:00:00,2,1,2026-02-17 00:00:00,NT,JPM50024,PP Biaxial Geogrid43/46KN Flame retardant & Antistatic Mesh of 2.4m (W) X 50m (L),EA,112,0,112
70,JAVN2205,254819,.,2025-12-14 00:00:00,1,1,2026-03-30 00:00:00,NT,JPM50016,PP Biaxial Geogrid43/46KN Flame retardant & Antistatic Mesh of 1.6m (W) X 50m (L),EA,112,0,112
70,JAVN2205,254819,.,2025-12-14 00:00:00,2,1,2026-03-30 00:00:00,NT,JPM50024,PP Biaxial Geogrid43/46KN Flame retardant & Antistatic Mesh of 2.4m (W) X 50m (L),EA,112,0,112
70,JAVN2206,250955,.,2025-05-09 00:00:00,4,1,2025-07-01 00:00:00,NT,CB3112PULLTEST,1.4M 31MM 12-WIRE 70T HOLLOW PULL TEST CABLE  ,EA,16,15,1
70,JAVN2206,253352,Peter C,2025-09-24 00:00:00,1,1,2025-11-01 00:00:00,NT,CB311204G125H,Cable 70T 12W 31mm X 4M+Bulbed+1250mm Grout +Hex Drv  ,EA,600,0,600
70,JAVN2206,253352,Peter C,2025-09-24 00:00:00,2,1,2025-11-01 00:00:00,NT,CB311206G125H,Cable 70T 12W 31mm X 6M+Bulbed+1250mm Grout +Hex Drv  ,EA,600,0,600
70,JAVN2206,253352,Peter C,2025-09-24 00:00:00,3,1,2025-11-01 00:00:00,NT,CB3112PULLTEST,1.4M 31MM 12-WIRE 70T HOLLOW PULL TEST CABLE  ,EA,12,0,12
70,JAVN2206,254732,Peter C,2025-12-09 00:00:00,1,1,2026-02-01 00:00:00,NT,CB311204G125H,Cable 70T 12W 31mm X 4M+Bulbed+1250mm Grout +Hex Drv  ,EA,600,0,600
70,JAVN2206,254732,Peter C,2025-12-09 00:00:00,2,1,2026-02-01 00:00:00,NT,CB311208G125H,Cable 70T 12W 31mm X 8M+Bulbed+1250mm Grout +Hex Drv  ,EA,600,0,600
70,JAVN2206,254732,Peter C,2025-12-09 00:00:00,3,1,2026-02-01 00:00:00,NT,CB3112PULLTEST,1.4M 31MM 12-WIRE 70T HOLLOW PULL TEST CABLE  ,EA,12,0,12
70,JAVN2215,252111,-,2025-07-14 00:00:00,1,1,2025-07-15 00:00:00, ,7TENHYDRPR,Tensioner / Hydraulic Rpr  ,EA,1,0,1
70,JAVN2293,253652,.,2025-10-13 00:00:00,1,1,2025-12-01 00:00:00,NT,CS218RHL,Coil 21.8mm RHL Sup Stran  ,TONN,60.394,0,60.394
70,JAVN2293,254120,.,2025-11-05 00:00:00,1,1,2025-12-01 00:00:00,NT,CS218RHL,Coil 21.8mm RHL Sup Stran  ,TONN,30.4,0,30.4
70,JAVN2293,254121,.,2025-11-05 00:00:00,1,1,2026-01-01 00:00:00,NT,CS218RHL,Coil 21.8mm RHL Sup Stran  ,TONN,60,0,60
70,JAVN2333,252572,.,2025-08-11 00:00:00,1,1,2025-10-01 00:00:00, ,7RPRMTCEPLATEPR,Repair & Maintenance Plate Press  ,EA,1,0,1
70,JAVN2348,249170,.,2025-01-23 00:00:00,2,1,2025-03-31 00:00:00, ,7PREPAIDEXP,Prepaid general expenses  ,EA,1,0,1
70,JAVN2348,251787,-,2025-06-26 00:00:00,3,1,2025-06-26 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,1,0,1
70,JAVN2348,254616,.,2025-12-04 00:00:00,1,1,2025-12-12 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,1,0,1
70,JAVN2348,254617,.,2025-12-04 00:00:00,1,1,2025-12-12 00:00:00, ,7RPRMTCECRAN,Repair & Maint Cranes  ,EA,1,0,1
70,JAVN2353,254347,.,2025-11-19 00:00:00,1,1,2025-11-27 00:00:00, ,7PROMOGOODS,PROMOTIONAL GOODS  ,EA,59,0,59
70,JAVN2353,254347,.,2025-11-19 00:00:00,2,1,2025-11-27 00:00:00, ,7PROMOGOODS,PROMOTIONAL GOODS  ,EA,59,0,59
70,JAVN2353,254347,.,2025-11-19 00:00:00,3,1,2025-11-27 00:00:00, ,7PROMOGOODS,PROMOTIONAL GOODS  ,EA,56,0,56
70,JAVN2356,254484,-,2025-11-27 00:00:00,1,1,2026-01-30 00:00:00,NF,SMF251803GCD,RIB MESH 2.5X1.8M 100X100MM APT & 3.15MM GAL WIRE  ,EA,4000,0,4000
70,JAVN2356,254485,-,2025-11-27 00:00:00,1,1,2026-02-27 00:00:00,NF,SMF251803GCD,RIB MESH 2.5X1.8M 100X100MM APT & 3.15MM GAL WIRE  ,EA,4000,0,4000
70,JAVN2356,254807,.,2025-12-14 00:00:00,1,1,2026-01-05 00:00:00,NF,SMESH300011704,SHOTCRETE MESH 3.00MX1.17M 4MM WIRE - GAL IMG4D-66-3012,EA,2000,0,2000
70,JAVN2356,254876,.,2025-12-16 00:00:00,1,1,2026-01-19 00:00:00,NF,SMESH300011704,SHOTCRETE MESH 3.00MX1.17M 4MM WIRE - GAL IMG4D-66-3012,EA,2400,0,2400
70,JAVN2368,253803,.,2025-10-21 00:00:00,1,1,2025-11-30 00:00:00,N5,CSH31LHL,Coil 31mm Hollow Sup Strand Left Hand Lay  ,TONN,84,0,84
70,JAVN2368,253804,.,2025-10-21 00:00:00,1,1,2025-12-30 00:00:00,N5,CSH31LHL,Coil 31mm Hollow Sup Strand Left Hand Lay  ,TONN,84,0,84
70,JAVN2368,253805,.,2025-10-21 00:00:00,1,1,2026-02-01 00:00:00,N5,CSH31LHL,Coil 31mm Hollow Sup Strand Left Hand Lay  ,TONN,84,0,84
70,JAVN2393,253082,.,2025-09-09 00:00:00,1,1,2025-09-17 00:00:00, ,7PODREPAIR,REPAIR POD  ,EA,3,2,1
70,JAVN2393,254759,.,2025-12-10 00:00:00,1,1,2025-12-18 00:00:00, ,7PODREPAIR,REPAIR POD  ,EA,2,0,2
70,JAVN2504,253588,-,2025-10-08 00:00:00,3,1,2025-10-30 00:00:00, ,7TENSREPAIR,REPAIR TENSIONER / FOOTPUMP  ,EA,1,0,1
70,JAVN2504,253588,-,2025-10-08 00:00:00,5,1,2025-10-30 00:00:00, ,7TENSREPAIR,REPAIR TENSIONER / FOOTPUMP  ,EA,1,0,1
70,JAVN2504,254660,.,2025-12-07 00:00:00,1,1,2025-12-15 00:00:00,NF,N121,Jaw Spring DSI Tensioner  ,EA,2,0,2
70,JAVN2573,254676,.,2025-12-07 00:00:00,1,1,2026-01-01 00:00:00,NT,JFG2218BLK,"FRP Dowel Black, 22*1750 Drg CU0028 Rev 1",EA,5000,0,5000
70,JAVN2573,254677,.,2025-12-07 00:00:00,1,1,2026-02-01 00:00:00,NT,JFG2212BLK,"FRP Dowel Black, 22*1150 Drg CU0028 Rev 0",EA,10000,0,10000
70,JAVN2573,254677,.,2025-12-07 00:00:00,2,1,2026-02-01 00:00:00,NT,JFG2215BLK,"FRP Dowel Black, 22*1450 Drg CU0028 Rev 0",EA,5000,0,5000
70,JAVN2573,254677,.,2025-12-07 00:00:00,3,1,2026-02-01 00:00:00,NT,JFG2218BLK,"FRP Dowel Black, 22*1750 Drg CU0028 Rev 1",EA,10000,0,10000
70,JAVN2573,254677,.,2025-12-07 00:00:00,4,1,2026-02-01 00:00:00,NT,JFM1712101004,FIBREGLASS MESH SHEET 1.7M X 1.2M 100MM AP - 4MM 300 UNITS PER PALLET,EA,2000,0,2000
70,JAVN2573,254843,.,2025-12-15 00:00:00,1,1,2026-02-01 00:00:00,NT,JFM5012101004,FIBREGLASS MESH SHEET 5.0M X 1.2M 100MM AP - 4MM  ,EA,200,0,200
70,JAVN2639,253682,.,2025-10-14 00:00:00,1,1,2025-12-01 00:00:00,N6,FBSHELLR3254120,FB Shell R32 54OD 120 Length DWG # SDA0049  ,EA,5000,0,5000
70,JAVN2639,253683,.,2025-10-14 00:00:00,1,1,2026-01-01 00:00:00,N6,BW152MM,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,EA,10000,0,10000
70,JAVN2639,254085,.,2025-11-04 00:00:00,1,1,2026-01-01 00:00:00,N6,WEDGE218MM,21.8MM WEDGE  ,EA,5000,0,5000
70,JAVN2639,254085,.,2025-11-04 00:00:00,2,1,2026-01-01 00:00:00,N6,BW152MM,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,EA,15000,0,15000
70,JAVN2639,254124,.,2025-11-06 00:00:00,1,1,2026-01-01 00:00:00,N6,FBSHELLR3254120,FB Shell R32 54OD 120 Length DWG # SDA0049  ,EA,6000,0,6000
70,JAVN2639,254183,.,2025-11-10 00:00:00,1,1,2025-12-02 00:00:00,N5,ES2451LHT,EXPANSION SHELL M24 LEFT HAND THREAD - 51MM  ,EA,2000,0,2000
70,JAVN2639,254445,.,2025-11-25 00:00:00,2,1,2026-01-01 00:00:00,N6,BW152MM,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,EA,10000,0,10000
70,JAVN2639,254446,.,2025-11-25 00:00:00,2,1,2026-02-01 00:00:00,N6,BW152MM,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,EA,10000,0,10000
70,JAVN2639,254662,.,2025-12-07 00:00:00,1,1,2026-02-01 00:00:00,N5,ES2451LHT,EXPANSION SHELL M24 LEFT HAND THREAD - 51MM  ,EA,2000,0,2000
70,JAVN2639,254662,.,2025-12-07 00:00:00,2,1,2026-02-01 00:00:00,N5,BW218MMD,BARREL & WEDGE TO SUIT 21.8MM CABLE - DOMED CA0106,EA,5000,0,5000
70,JAVN2639,254662,.,2025-12-07 00:00:00,3,1,2026-02-01 00:00:00,N5,TEX42FERAI35,1mm TaperFerrule for M42 TEX 35ID w/Spring  ,EA,4000,0,4000
70,JAVN2639,254662,.,2025-12-07 00:00:00,4,1,2026-02-01 00:00:00,N5,WEDGE218MM,21.8MM WEDGE  ,EA,5000,0,5000
70,JAVN2639,254662,.,2025-12-07 00:00:00,5,1,2026-02-01 00:00:00,N5,FBRING47,Friction Lok Ring. 47 Dia Drg FL0005 Rev 2,EA,100000,0,100000
70,JAVN2639,254663,.,2025-12-07 00:00:00,1,1,2026-03-01 00:00:00,N6,TEX42FERAI35,1mm TaperFerrule for M42 TEX 35ID w/Spring  ,EA,4000,0,4000
70,JAVN2639,254836,Civil - Karen,2025-12-15 00:00:00,1,1,2026-02-01 00:00:00,N6,ES2443LHTG,Expansion Shell M24 L/H Galvanised,EA,500,0,500
70,JAVN2642,254803,-,2025-12-14 00:00:00,1,1,2026-01-05 00:00:00, ,SSHEET2415,Cut sheet SHEET2415AB4501  ,EA,36,0,36
70,JAVN2675,253669,Paul Blanket,2025-10-14 00:00:00,1,1,2026-07-31 00:00:00, ,7RPRMTCEFORK,Rep & Mtce - Forklift  ,EA,2,0,2
70,JAVN2749,254723,.,2025-12-09 00:00:00,1,1,2026-02-01 00:00:00,NT,JFL390910G,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,EA,13500,0,13500
70,JAVN2801,251678,.,2025-06-20 00:00:00,1,1,2025-09-01 00:00:00,NT,JDML472024G,"DYNAMIC MECH-LOK 47MM X 2400MM, 20MM BAR, GALV  ",EA,1680,0,1680
70,JAVN2801,252987,.,2025-09-03 00:00:00,1,1,2025-11-01 00:00:00,NT,JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,EA,27000,18000,9000
70,JAVN2801,253386,Anthony,2025-09-26 00:00:00,1,1,2025-11-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,100,0,100
70,JAVN2801,253744,.,2025-10-17 00:00:00,1,1,2025-12-01 00:00:00,NT,JML4715GCH,MECH LOK BOLT 47MM X 1500MM - GAL - China Supply  ,EA,360,0,360
70,JAVN2801,253744,.,2025-10-17 00:00:00,2,1,2025-12-01 00:00:00,NT,JML4718GCH,MECH LOK BOLT 47MM X 1800MM - GAL - China Supply  ,EA,600,0,600
70,JAVN2801,253744,.,2025-10-17 00:00:00,3,1,2025-12-01 00:00:00,NT,JML4721GCH,MECH LOK BOLT 47MM X 2100MM - GAL - China Supply  ,EA,960,0,960
70,JAVN2801,254087,.,2025-11-04 00:00:00,1,1,2026-01-01 00:00:00,NT,JML4715GCH,MECH LOK BOLT 47MM X 1500MM - GAL - China Supply  ,EA,1560,0,1560
70,JAVN2801,254087,.,2025-11-04 00:00:00,2,1,2026-01-01 00:00:00,NT,JML4718GCH,MECH LOK BOLT 47MM X 1800MM - GAL - China Supply  ,EA,600,0,600
70,JAVN2801,254087,.,2025-11-04 00:00:00,3,1,2026-01-01 00:00:00,NT,JML4721GCH,MECH LOK BOLT 47MM X 2100MM - GAL - China Supply  ,EA,360,0,360
70,JAVN2801,254314,.,2025-11-17 00:00:00,4,1,2025-12-17 00:00:00,NT,JML4724G,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,EA,720,0,720
70,JAVN2801,254314,.,2025-11-17 00:00:00,5,1,2025-12-17 00:00:00,NF,JML4730G,MECH LOK BOLT 47MM X 3000MM - GAL 100 UNITS PER PACK,EA,720,0,720
70,JAVN2801,254721,.,2025-12-09 00:00:00,1,1,2026-02-01 00:00:00,NF,JML4715G,MECH LOK BOLT 47MM X 1500MM - GAL 105 units per pack  ,EA,1800,0,1800
70,JAVN2801,254721,.,2025-12-09 00:00:00,2,1,2026-02-01 00:00:00,NF,JML4718G,MECH LOK BOLT 47MM X 1800MM - GAL 105 units per pack  ,EA,1440,0,1440
70,JAVN2801,254721,.,2025-12-09 00:00:00,3,1,2026-02-01 00:00:00,NF,JML4721G,MECH LOK BOLT 47MM X 2100MM - GAL 105 UNITS PER PACK,EA,720,0,720
70,JAVN2801,254721,.,2025-12-09 00:00:00,4,1,2026-02-01 00:00:00,NT,JML4724G,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,EA,9360,0,9360
70,JAVN2811,254714,.,2025-12-09 00:00:00,1,1,2025-12-17 00:00:00, ,7OFFICESUP,Office Supplies  ,EA,1,0,1
70,JAVN2817,254406,-,2025-11-24 00:00:00,1,1,2025-12-23 00:00:00, ,7CIP2570GAL061,Robotic FL Crimp GAL061,EA,1,0,1
70,JAVN2847,241245,-,2023-07-24 00:00:00,4,1,2025-01-01 00:00:00, ,7CIP2370ANZ091,"1.5"" National Threader ANZ091",EA,1,0,1
70,JAVN2882,254540,.,2025-12-01 00:00:00,2,1,2025-12-16 00:00:00,NF,JSR24SHEATH54,"5.4M DCP - STRAIGHT NODULAR SHEATH, 420D,30ID 5050MM  ",EA,800,0,800
70,JAVN2882,254540,.,2025-12-01 00:00:00,3,1,2025-12-16 00:00:00,NF,JSR24SHEATH91,"9.1M DCP - STRAIGHT NODULAR SHEATH, 42OD, 30ID 9100MM LENGTH  ",EA,800,0,800
70,JAVN2885,251158,.,2025-05-20 00:00:00,2,1,2025-06-03 00:00:00, ,7FRTIN,Freight In  ,EA,1,0,1
70,JAVN2899,254710,.,2025-12-09 00:00:00,1,1,2025-12-17 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,1,0,1
70,JAVN2899,254710,.,2025-12-09 00:00:00,2,1,2025-12-17 00:00:00, ,7CONSPINNUT,Consumables - Pinnut  ,EA,2,0,2
70,JAVN2902,253474,Michael - Blanket,2025-10-01 00:00:00,1,1,2025-12-31 00:00:00, ,7CLEANINGMFG,CLEANING MANUFACTURING  ,EA,13,12,1
70,JAVN2906,254499,.,2025-11-30 00:00:00,1,1,2025-12-08 00:00:00, ,7SAFETY EXPENSE,Clothing safety expense  ,EA,1,0,1
70,JAVN2906,254751,.,2025-12-10 00:00:00,1,1,2025-12-18 00:00:00, ,7SAFETY,Misc Safety Supplies  ,EA,240,0,240
70,JAVN2906,254751,.,2025-12-10 00:00:00,2,1,2025-12-18 00:00:00, ,7SAFETY,Misc Safety Supplies  ,EA,720,0,720
70,JAVN2906,254814,-,2025-12-14 00:00:00,1,1,2026-02-09 00:00:00, ,7UNIFORMS,Uniforms  ,EA,1,0,1
70,JAVN2932,254107,.,2025-11-05 00:00:00,1,1,2026-01-01 00:00:00,NT,GEOCELL256835,Geocell High Density Polyethylene 2.5 X 8.35 M  ,EA,102,0,102
70,JAVN2932,254706,.,2025-12-08 00:00:00,1,1,2026-02-01 00:00:00,NT,GEOCELL256835,Geocell High Density Polyethylene 2.5 X 8.35 M  ,EA,102,0,102
70,JAVN2943,248720,.,2024-12-15 00:00:00,1,1,2025-03-03 00:00:00, ,7DRILL,Pinnut Drills  ,EA,4000,3250,750
70,JAVN2943,253229,.,2025-09-17 00:00:00,1,1,2026-02-27 00:00:00, ,7CONSWELD,Consumables - Welding  ,EA,1620,645,975
70,JAVN2943,253758,.,2025-10-19 00:00:00,1,1,2025-10-27 00:00:00, ,7CONWELDCOMBIPL,CONSUMABLE WELDING COMBI PLATES  ,EA,5,0,5
70,JAVN2943,253772,.,2025-10-20 00:00:00,1,1,2025-12-29 00:00:00, ,7DRILL,Pinnut Drills  ,EA,10000,0,10000
70,JAVN2943,253772,.,2025-10-20 00:00:00,2,1,2025-12-29 00:00:00, ,7DRILL,Pinnut Drills  ,EA,10000,70,9930
70,JAVN2943,253794,.,2025-10-21 00:00:00,1,1,2025-10-29 00:00:00, ,7CONWELDFRICLOK,CONSUMABLE WELDING FRICTION LOK  ,EA,48,0,48
70,JAVN2943,253794,.,2025-10-21 00:00:00,2,1,2025-10-29 00:00:00, ,7CONWELDFRICLOK,CONSUMABLE WELDING FRICTION LOK  ,EA,80,0,80
70,JAVN2943,253831,.,2025-10-22 00:00:00,1,1,2025-10-24 00:00:00, ,7CONWELDCABLBOL,CONSUMABLE WELDING CABLE BOLTS  ,EA,6,0,6
70,JAVN2943,254171,.,2025-11-10 00:00:00,1,1,2025-11-18 00:00:00, ,7CONSRAGS,Consumables Rags  ,EA,5,0,5
70,JAVN2943,254603,.,2025-12-04 00:00:00,1,1,2025-12-12 00:00:00, ,7CONWELDFRICLOK,CONSUMABLE WELDING FRICTION LOK  ,EA,100,60,40
70,JAVN2943,254603,.,2025-12-04 00:00:00,2,1,2025-12-12 00:00:00, ,7CONWELDFRICLOK,CONSUMABLE WELDING FRICTION LOK  ,EA,100,40,60
70,JAVN2943,254703,.,2025-12-08 00:00:00,1,1,2025-12-16 00:00:00, ,7CONSFLWELD,Consumables Weld Fric Loks  ,EA,3,0,3
70,JAVN2943,254703,.,2025-12-08 00:00:00,2,1,2025-12-16 00:00:00, ,7CONSFLWELD,Consumables Weld Fric Loks  ,EA,2,0,2
70,JAVN2943,254794,.,2025-12-11 00:00:00,1,1,2026-01-09 00:00:00, ,7DRILL,Pinnut Drills  ,EA,1000,500,500
70,JAVN2943,254905,.,2025-12-18 00:00:00,1,1,2026-01-05 00:00:00, ,7CONWELDFRICLOK,CONSUMABLE WELDING FRICTION LOK  ,EA,4,0,4
70,JAVN2943,254905,.,2025-12-18 00:00:00,2,1,2026-01-05 00:00:00, ,7CONWELDFRICLOK,CONSUMABLE WELDING FRICTION LOK  ,EA,4,0,4
70,JAVN2943,254905,.,2025-12-18 00:00:00,3,1,2026-01-05 00:00:00, ,7CONWELDFRICLOK,CONSUMABLE WELDING FRICTION LOK  ,EA,80,0,80
70,JAVN2943,254905,.,2025-12-18 00:00:00,4,1,2026-01-05 00:00:00, ,7CONWELDFRICLOK,CONSUMABLE WELDING FRICTION LOK  ,EA,20,0,20
70,JAVN2952,253706,.,2025-10-15 00:00:00,1,1,2025-10-23 00:00:00, ,7CONSTOOL,Consumables - Tooling  ,EA,1,0,1
70,JAVN2952,254203,.,2025-11-10 00:00:00,1,1,2025-11-18 00:00:00, ,7CONSTOOL,Consumables - Tooling  ,EA,1,0,1
70,JAVN2988,249717,-,2025-02-26 00:00:00,1,1,2025-03-13 00:00:00, ,7PARTS4ASW,Parts for ASW  ,EA,1,0,1
70,JAVN2988,250288,.,2025-04-01 00:00:00,1,1,2025-04-09 00:00:00, ,7CIP2570ANZ164,Maintenance iPads x3 ANZ164,EA,1,0,1
70,JAVN2988,252884,-,2025-08-28 00:00:00,1,1,2025-08-28 00:00:00, ,7COMPHARDWARE,Computer Hardware  ,EA,1,0,1
