Sales Qty,,,,,2024,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,MTD CY-1,MTD CY-1,MTD CY-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,MTD-1,MTD-1,MTD-1,MTD-3,MTD-3,MTD-3,MTD-2,MTD-2,MTD-2,MTD-2,MTD,MTD,MTD,Open
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JL5H240030FSP  ,"J-LOK 5* DUAL TWIN 1200X30MM FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",,,,,,105,588,,,,294,,,,,,,,,,,,,,,105,,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10302001    ,100L TANK ASSEMBLY ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10501001    ,RESIN MIXING MANIFOLD ,,,,5,,2,,4,,3,,2,1,,,,,5,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,1,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10602005    ,RESIN INLET CHECK VALVE - SP2PSCV 2 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10603005    ,RESIN PRESSURE HOSE 1IN EXITFLEX SAE100R16 3300mm 1” BSPT Female - 90 deg BSPT,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10603006    ,CATALYST PRESSURE HOSE 1IN EXITFLEX SAE100R16 3450mm 1” BSPT Female - 90 deg BSPT,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10802001    ,FALCON BOLT INTERFACE ,,,,10,,4,,5,5,,5,,,,,,,6,,4,,,,,,,,,,4,,,,,,,,,,5,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10802002    ,8 ELEMENT MIXER CARTRIDGE ,,,,6,,5,3,3,8,,1,,,,,,,6,,,,,,,,,,,,5,,,,,3,,,3,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10802003    ,RESIN MIXING HOSE ASSEMBLY ,,,,8,,,,,,,3,,,,,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLP10802004    ,4 ELEMENT MIXER CARTRIDGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLPCATALYSTIBC ,J-LOK P PUMPABLE CATALYST 1:1 RATIO W/W APPROX. 800 LITRE / 1400KG IBC,2,2,1,2,1,2,3,1,2,2,,3,3,,2,,,2,,,,,,1,,2,,1,,,,,3,,,,,,1,1,,1,,,1,,,,,,2,,,,,,1,,1,,,,,2,,,,,1,,2,2
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLPMASTIC700IBC,J-LOK P PUMPABLE RESIN MASTIC 700 SEC 1:1 RATIO W/W APPROX. 800 LITRE / 1600KG IBC,2,2,1,2,1,1,3,1,3,2,,3,1,,2,,,2,,,,,,1,,1,,1,,,,,3,,,,,,1,1,,2,,,1,,,,,,2,,,,,,1,,1,,,,,2,,,,,1,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JLS50025MC     ,"J-LOK SINGLE 500X25MM MED + CARDBOARD SLEEVE RESIN - 25 CAPSULES/BOX, 1,400/PALLET (56 BOXES)",,,400,,1000,,,,1400,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,1400,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JML4724G       ,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,,105,,,105,360,60,360,,240,1080,360,,,,,,,,,,,,,,105,,,,,360,,,,60,,,,,,360,,,,,,,240,,1080,360,105,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JR15150450     ,"Plate, 150*150*4 Roll Top Black Pack ",1960,2940,,980,980,980,,2940,,,980,,,980,,,,,,,,980,,,,980,,,,,980,,,,,,,,,,2940,,,,,,,,,980,,2940,,980,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,2940,980,2940,1960,980,980,1960,1960,980,980,980,980,,2940,,,,,,,,1960,,,,980,,,,,980,,,,1960,,,,,,1960,,,,980,,,980,,980,980,980,,,,,,2940,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JRIKT38B36     ,RESIN INSERTER KIT COMPLETE 30MM X 3.6M - T38 ,,,,20,,,40,,,,,,,,,,,,,20,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JTB2024TTNPRGS ,"J-TECH BOLT 20MMX2.4M W/RED PN, SHREDDER - GAL & Plwash 100 UNITS PER PACK",,,200,,900,100,,,,,,,,,,,,,,,,,,,900,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JTB2524TTNPHGP ,J-TECH BOLT 25MMX2.4M H PIN NUT + PADDLES - GAL 100 UNITS PER PACK,,100,,,,,500,,,,200,,,,,,100,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JTECHEYENUT    ,J-TECH EYE NUT 25MM RATED AT WLL 3 TONNE ,,,,,,40,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JTW152IHS      ,TENSIONER WEDGES 15.2MM X 10T ,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),JV20201055GI   ,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol ,400,400,,250,,500,,,500,250,,,,,400,,400,,,,,250,,,,,,,,,500,,,,,,,,,,,,,,500,,,250,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),M20COUPLERG    ,J-TECH COUPLER 20MM - GALVANISED 50 UNITS PER PACK,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),M20NUTDOMEDG   ,J-TECH NUT M20 DOMED - GALVANISED 50 UNITS PER PACK,,,1000,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,1000,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),PIP10201001    ,6500 AIR MOTOR ,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),PIP10302005    ,SLEEVE WITH BEARING ,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),PIP10302019    ,"ROD, DISPLACEMENT ",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),PIP10401001    ,680CC PUMP LOWERS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),PIP10402001    ,PUMP LOWER SEAL KIT ,,,,2,2,,,4,,4,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),PIP20402001    ,290cc REBUILD KIT ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),PTP10100001    ,TRANSFER PUMP ,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,500,300,250,250,200,300,200,250,300,400,100,150,,400,,,,,,,,250,,,,200,,,,,300,,,,200,,,,,,250,,,,300,,,400,,100,150,300,,100,,,,250,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),T38WIL90036AF  ,DOLLIE T38 X 36AF 900MM LONG TO SUIT J-TECH WILCO,4,4,,,5,2,2,4,,1,3,1,,3,,,,,,,,,,,,5,,,,,2,,,,2,,,,,,4,,,,,,,1,,3,1,4,,1,,,,,,,,,,,,,,,,,,
HROCK EAST,TOMINGLEY GOLD OPERATIONS P/L ,TOMINGLEY GOLD OPERATIONS P/L (JA344),TD80GROUT      ,Top Down 80MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,168,,,,,,56,112,,,,,,,168,,,,,,,,,,,,,,,,,,,,56,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TRITTON RESOURCES P/L         ,TRITTON RESOURCES P/L (JA600),JFBGRTLNCE60381,"Falcon Bolt Grout Lance 600mm , 38 A/F Claw ",,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TRITTON RESOURCES P/L         ,TRITTON RESOURCES P/L (JA600),JFBR32X602A38  ,"FALCON BOLT, R32X X 6M, SHELL A-38 HEX 2 X R3230X (SDA0051) ",,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TRITTON RESOURCES P/L         ,TRITTON RESOURCES P/L (JA600),JFBT3809046AF  ,Falcon Bolt Tensioning Dolly T38F x 45AF  900mm Long ,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TRITTON RESOURCES P/L         ,TRITTON RESOURCES P/L (JA600),JFBT385103846AF,FALCON BOLT DRILLING DOLLY T38F X 38&46AF X 510MM SDA0056 ,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TRITTON RESOURCES P/L         ,TRITTON RESOURCES P/L (JA600),JV20201055GI   ,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol ,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TRITTON RESOURCES P/L         ,TRITTON RESOURCES P/L (JA600),TD80GROUT      ,Top Down 80MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,TRITTON RESOURCES P/L         ,TRITTON RESOURCES P/L (JA600),XXXXXX         , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),4SERVICE       , ,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),JLS50025MC     ,"J-LOK SINGLE 500X25MM MED + CARDBOARD SLEEVE RESIN - 25 CAPSULES/BOX, 1,400/PALLET (56 BOXES)",,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),JTB2024SH      ,J-TECH BOLT 20MMX2.4M SHEARED 100 UNITS PER PACK,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),JTB2024SHG     ,J-TECH BOLT 20MMX2.4M SHEARED - GAL 50 UNITS PER PACK,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),JTB2030SH      ,Bolt JTech20X3.0JTSheared JTB,,150,,,,,,,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,150,,,,,,,,,,,,,,,,,16,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),JV15150636H    ,VOLCANO PLATE 150X150X6MM 36MM HOLE HANGER BLACK 980 PLATES PER PALLET,,87,,,,30,,,100,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,100,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),JV15150636HG   ,VOLCANO PLATE 150X150X6MM 36MM HOLE HANGER GAL 980 PLATES PER PALLET,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),JV15151036RW   ,VOLCANO PLATE 150X150X10MM 36MM HOLE BLACK TIED 980 PLATES PER PALLET,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),M20COUPLERG    ,J-TECH COUPLER 20MM - GALVANISED 50 UNITS PER PACK,,,,,,30,,,,16,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),M20NUTDOMED    ,J-TECH NUT M20 DOMED 50 UNITS PER PACK,,150,,,,30,,,100,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,100,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ALBATEC SERVICES P/L          ,ALBATEC SERVICES P/L (JA508),M20NUTDOMEDG   ,J-TECH NUT M20 DOMED - GALVANISED 50 UNITS PER PACK,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ARCHER ACCESS PTY LTD         ,ARCHER ACCESS P/L (JA418),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,60,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ARCHER ACCESS PTY LTD         ,ARCHER ACCESS P/L (JA418),FBDBR32D51TC6X9,Falcon Bolt Drill Bit R32/D51 TC Button 6X9 ,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ARCHER ACCESS PTY LTD         ,ARCHER ACCESS P/L (JA418),JCB15063TS1BM  ,"CABLE BOLT TWIN 15.2MM X 6.3M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",25,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ARCHER ACCESS PTY LTD         ,ARCHER ACCESS P/L (JA418),JF303010202    ,FLAT PLATE 300X300X10MM 2 X 20MM HOLES BLACK 100 PLATES PER PALLET,25,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ARCHER ACCESS PTY LTD         ,ARCHER ACCESS P/L (JA418),JSDHBCR32190   ,Anchor coupler R32 x L190 Anch coupler R32 x L190mm,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ARCHER ACCESS PTY LTD         ,ARCHER ACCESS P/L (JA418),JSDHBNR3265S   ,Self Drilling Anchor Bar R32 X 65mm Domed Nut ,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,
HROCK WEST,ARCHER ACCESS PTY LTD         ,ARCHER ACCESS P/L (JA418),JSDHBR3230S    ,Anchor bar R32S x 3000mm Self drilling anchor bar,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,
HROCK WEST,AUSDRILL PTY LTD              ,AUSDRILL P/L (JA419),4FREIGHTDEL    , DELIVERY CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HROCK WEST,AUSDRILL PTY LTD              ,AUSDRILL P/L (JA419),CTB32NUTDG     ,32MM THREAD BAR DOMED NUT - TDG ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
HROCK WEST,AUSDRILL PTY LTD              ,AUSDRILL P/L (JA419),TBL500320400G  ,4.0M THREAD BAR 500N 32MM LEFT HAND GAL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
HROCK WEST,BHP GROUP OPERATIONS LIMITED  ,BHP - LEINSTER MINING (JA204),JL5H240030FSP  ,"J-LOK 5* DUAL TWIN 1200X30MM FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",,,,1470,,,,,,,,,1764,,,,,,,,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764,,,
HROCK WEST,BHP GROUP OPERATIONS LIMITED  ,BHP NICKEL WEST P/L (JA477),JFL4740B       ,FRICTION LOK BOLT 47MMX4000MM - BLACK 150 BOLTS PER PACK,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BHP GROUP OPERATIONS LIMITED  ,BHP NICKEL WEST P/L (JA477),JL5H240030FSP  ,"J-LOK 5* DUAL TWIN 1200X30MM FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",4704,1176,,,1176,,1470,1764,,1176,1470,,,1176,1764,,,,,,,1176,,,,,,,,,,,,,1470,,,,1176,,1764,,,,,,,,,,,,1764,,,,,,,,,1176,,,,,1470,,,,,
HROCK WEST,BHP GROUP OPERATIONS LIMITED  ,BHP NICKEL WEST P/L (JA477),JRESINDISPOSAL ,Disposal of J Lok Resin Safe&EnvironmentSensitive,,,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BHP GROUP OPERATIONS LIMITED  ,BHP NICKEL WEST P/L (JA477),JRIKT38B30     ,RESIN INSERTER KIT COMPLETE 30MM X 3.0M - T38 ,300,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,
HROCK WEST,BHP GROUP OPERATIONS LIMITED  ,BHP NICKEL WEST P/L (JA477),JV15151036G    ,VOLCANO PLATE 150X150X10MM 36MM HOLE GAL 980 PLATES PER PALLET,,,,,,,2940,,,,,,,,,,,,,,,,,,,,,,,,,1960,,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,,200,100,,300,150,60,300,200,40,,,400,,,,,,,,,300,,,,,150,,,,,60,,,,100,,,200,,200,,60,140,,,,,,,,,,,,100,,,,,,40,,,,,,,,300,100,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),CCP24241010056G,Mine Mesh 2400x2400mm 100x100 ap 5.6mm gal,300,500,,,150,225,150,,250,,100,,50,300,,,,,,,,,100,,50,,225,,,,,,,150,,,,,500,,,,100,150,,,,,,100,,,,,,,,,,,,,,,,,,,,50,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),CCP35241010056G,MESH MINE 3.5MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-3524,,250,750,650,,,150,,,50,,,,,,,,,,,650,,,,,,,250,,,,,,150,,,,,,,,,,,,,,,,,,,,,,250,,500,,,,,,50,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,,200,1000,150,500,450,550,1000,500,600,450,250,800,,,,,,,,150,,200,,300,,,,,450,,450,,100,,,400,,200,600,,,500,,,,,,,300,,,,,,1000,,,,250,,150,,450,150,,,,300,300,200,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),COMBI33G       ,COMBI PLATE TO SUIT 33MM FRICTION LOKS - GALV ,300,3000,1500,,,,,,,,,,,,300,,1500,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,900,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),ES2443RHT      ,EXPANSION SHELL M24 RIGHT HAND THREAD - 43MM 20 UNITS PER PACK,,,150,,150,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JCB15063TS1BM  ,"CABLE BOLT TWIN 15.2MM X 6.3M, 1 BULB/M 300MM TAIL 50 UNITS PER PALLET",,,200,,100,,200,200,100,100,150,,150,,,,,,,,,,,,100,,,,,,,200,,,,100,,,,,100,,100,,,,,,,150,,,,,,,200,,,,,50,50,,,,,,50,,100,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,,5000,4250,3500,4000,3750,5250,9750,2500,9000,2250,3500,5000,,,,1000,,,,3500,1500,,,2500,,1250,4000,,2500,,5250,,,,,3750,3000,,3000,,,2500,,,,,,,1500,,,,,,3000,,1250,,3500,,4750,4250,,750,,,,2500,1500,1000,
HROCK WEST,BLACK CAT (PAULSENS) PTY LTD  ,BLACK CAT (PAULSENS) P/L (JA544),JCP2839R150436G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 36MM 250 PLATES PER PALLET,,,,500,1250,750,2000,2000,750,2500,2000,,250,,,,,,,,500,1250,,,,,500,,,250,,1000,,1000,,,,,,1000,1000,,750,,,,,,,2000,,,,,,,,,,,,750,1250,500,,,,,250,,,
