comment,ross_order,dmw_product,ross_code,qty,same_next_day,date,week,qty_day_m1,achvd_day_m1,achvd_aft_m1,qty_night_m1,achvd_night_m1,qty_day_m2,achvd_day_m2,achvd_aft_m2,qty_night_m2,achvd_night_m2,qty_day_m3,achvd_day_m3,achvd_aft_m3,qty_night_m3,achvd_night_m3,qty_day_m4,achvd_day_m4,qty_aft_m4,achvd_aft_m4,qty_night_m4,achvd_night_m4,kg_pce,plan_totals_kg,act_totals_kg,total_pcs_m1,total_pcs_m2,total_pcs_m3,total_pcs_m4,pcs_hr
,,,,,N,2026-11-19,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-20,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-21,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-22,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-23,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-24,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-25,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-26,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-27,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-28,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-29,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-30,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-01,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-02,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-03,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-04,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-05,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-06,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-07,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-08,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-09,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-11,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-12,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-13,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-14,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-15,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-16,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-17,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-18,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-19,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-21,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-22,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-23,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-24,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-25,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-26,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-27,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-28,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-29,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-30,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-12-31,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-06,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-09,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-01-31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-02,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-03,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-04,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-08,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-09,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2027-02-17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
